"Highest.Charting.Position","Song.Name","Streams","Artist","Artist.Followers","Genre","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Valence","Chord","Weeks.Charting","Duration.ms"
37,"Mamichula - con Nicki Nicole",4817969,"Trueno, Bizarrap, Taiu, TATOOL",2172969,"['argentine hip hop', 'trap argentino', 'trap latino']",75,0.696,0.678,-5.893,0.0735,0.582,0.134,91.985,0.346,"E",14,219202
172,"Let Her Go",4765198,"Passenger",2819406,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",75,0.479,0.545,-7.346,0.0688,0.365,0.0963,74.897,0.243,"G",14,252733
26,"Play Date",4745568,"Melanie Martinez",10925614,"['alt z', 'electropop', 'modern rock', 'pop']",80,0.68,0.729,-5.077,0.0475,0.612,0.224,123.97,0.446,"F",27,179867
32,"Lose Somebody",4709053,"Kygo, OneRepublic",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",75,0.58,0.586,-6.883,0.0357,0.344,0.0755,147.988,0.507,"C#/Db",23,199549
197,"Someone Like You",4703672,"Adele",28335338,"['british soul', 'pop', 'pop soul', 'uk pop']",77,0.556,0.319,-8.251,0.0281,0.893,0.0996,135.187,0.294,"A",1,285240
73,"It's You",4674658,"Ali Gatie",1758300,"['canadian hip hop', 'pop']",81,0.732,0.463,-6.972,0.0287,0.374,0.194,95.971,0.397,"B",34,212607
68,"Stunnin' (feat. Harm Franklin)",5183246,"Curtis Waters",68875,"[]",68,0.885,0.685,-6.429,0.0627,0.33,0.148,99.954,0.937,"B",18,144000
35,"Love To Hate Me",5125708,"BLACKPINK",23848461,"['k-pop', 'k-pop girl group']",69,0.686,0.64,-5.491,0.159,0.0334,0.0801,162.225,0.597,"G#/Ab",3,171798
165,"Hate The Way (feat. blackbear)",5116071,"G-Eazy",4894656,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",68,0.569,0.865,-3.844,0.266,0.0673,0.312,82.011,0.361,"E",1,214363
89,"Bande organisée",5112572,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",72,0.901,0.939,-2.762,0.274,0.117,0.0643,142.948,0.805,"F#/Gb",9,356347
32,"Crazy Over You",5056387,"BLACKPINK",23848461,"['k-pop', 'k-pop girl group']",68,0.804,0.633,-6.186,0.0612,0.0371,0.102,115.002,0.67,"E",3,163946
109,"Baby, I'm Jealous (feat. Doja Cat)",4870203,"Bebe Rexha",6569150,"['dance pop', 'electropop', 'pop', 'post-teen pop']",69,0.737,0.867,-2.259,0.0458,0.0398,0.32,98.05,0.506,"B",2,175873
15,"TKN (feat. Travis Scott)",4752289,"ROSALÍA",4769627,"['r&b en espanol']",75,0.776,0.509,-6.266,0.467,0.192,0.115,94.634,0.485,"C",21,129371
135,"El Mismo Aire - con Pablo Alborán",4705484,"Camilo",10580764,"['colombian pop', 'reggaeton colombiano']",75,0.483,0.492,-6.591,0.295,0.603,0.323,144.511,0.66,"C",15,188213
18,"Yo Perreo Sola",4680447,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",78,0.86,0.758,-5.16,0.0695,0.021,0.344,97.014,0.453,"B",34,172127
192,"Let Me Love You Like A Woman",4665053,"Lana Del Rey",13697048,"['art pop', 'pop']",67,0.303,0.249,-11.715,0.111,0.97,0.117,66.932,0.131,"C",1,200661
69,"DOLLAZ ON MY HEAD (feat. Young Thug)",4652712,"Gunna",3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",76,0.825,0.458,-7.47,0.0577,0.114,0.102,145.115,0.161,"C",22,197760
54,"Elegí (feat. Dímelo Flow)",4607003,"Rauw Alejandro, Dalex, Lenny Tavárez",6096559,"['puerto rican pop', 'trap latino']",75,0.824,0.631,-2.791,0.0809,0.237,0.0531,171.965,0.678,"C",29,197721
77,"July",4598766,"Noah Cyrus",891555,"['alt z', 'dance pop', 'pop', 'post-teen pop']",81,0.708,0.186,-8.953,0.042,0.868,0.0779,72.541,0.322,"A",34,156106
93,"Bruises",4560503,"Lewis Capaldi",8388838,"['pop', 'uk pop']",80,0.736,0.308,-7.83,0.0677,0.946,0.186,111.202,0.361,"E",38,220492
46,"You Never Know",5304382,"BLACKPINK",23848461,"['k-pop', 'k-pop girl group']",54,0.535,0.434,-5.768,0.0505,0.405,0.253,144.497,0.271,"F",2,229236
12,"Supalonely",5089970,"BENEE, Gus Dapperton",638337,"['alt z', 'nz pop', 'pop']",77,0.863,0.631,-4.689,0.0534,0.305,0.123,128.977,0.817,"G",32,223480
53,"Glock In My Lap",4947593,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",69,0.847,0.733,-6.439,0.16,0.00574,0.151,130.029,0.202,"A#/Bb",2,193591
49,"Better",4933462,"ZAYN",16655692,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",68,0.637,0.418,-7.137,0.301,0.353,0.131,84.295,0.0807,"D",4,174517
59,"forget me too (feat. Halsey)",4751756,"Machine Gun Kelly",3868320,"['ohio hip hop', 'pop rap']",78,0.654,0.875,-4.845,0.0744,0.000417,0.194,99.975,0.522,"C#/Db",3,171621
110,"Oh Juliana",4751064,"Niack",352402,"['funk carioca']",66,0.799,0.568,-3.089,0.25,0.387,0.0892,129.63,0.963,"F#/Gb",12,153078
81,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",4727923,"Feid, J Balvin, Justin Quiles",613348,"['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino']",70,0.793,0.737,-4.731,0.0785,0.0765,0.0747,167.969,0.697,"F#/Gb",16,333800
108,"No Guidance (feat. Drake)",4641393,"Chris Brown",14073083,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",80,0.696,0.454,-6.756,0.153,0.123,0.155,92.928,0.136,"C#/Db",17,260640
65,"Rich Nigga Shit (feat. Young Thug)",9129562,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",73,0.825,0.733,-5.625,0.0969,0.349,0.112,97.974,0.62,"C#/Db",1,190331
68,"Many Men",8675173,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",65,0.635,0.793,-4.333,0.0322,0.000647,0.113,77.594,0.281,"A#/Bb",1,201856
77,"Slidin",8243488,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",64,0.774,0.706,-6.494,0.355,0.00163,0.104,152.891,0.382,"D",1,185037
84,"Outta Time (feat. Drake)",7762934,"Bryson Tiller",5019909,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",68,0.714,0.582,-7.272,0.0808,0.0129,0.0774,92.819,0.338,"F",1,198822
131,"My Dawg",6029118,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",60,0.831,0.532,-5.319,0.301,0.0652,0.464,140.105,0.364,"C",1,181716
138,"Snitches & Rats (feat. Young Nudy)",5846760,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",57,0.821,0.671,-5.893,0.18,0.00843,0.0972,145.953,0.494,"A",1,187773
139,"Brand New Draco",5841110,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",63,0.697,0.709,-6.642,0.298,0.041,0.0886,155.023,0.439,"B",1,202420
153,"Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]",5550390,"Internet Money",412466,"['pop rap', 'rap', 'trap']",69,0.832,0.549,-8.259,0.0602,0.168,0.11,140.045,0.384,"C#/Db",1,181496
77,"Your Man",5233336,"Joji",4759367,"['alternative r&b', 'viral pop']",68,0.785,0.818,-8.711,0.099,0.624,0.149,117.98,0.0503,"G",2,163759
179,"No Opp Left Behind",5154955,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",61,0.823,0.703,-2.691,0.298,0.0161,0.294,178.043,0.26,"G#/Ab",1,194214
106,"Lets Link",5109038,"WhoHeem",25417,"['viral rap']",61,0.839,0.683,-9.232,0.165,0.00667,0.241,120.003,0.522,"A#/Bb",5,159955
190,"RIP Luv",4915080,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",62,0.63,0.399,-9.869,0.178,0.105,0.234,183.016,0.0657,"F",1,214192
197,"Steppin On Niggas",4853661,"21 Savage, Metro Boomin",9949044,"['atl hip hop', 'hip hop', 'rap', 'trap']",57,0.849,0.635,-4.068,0.254,0.000608,0.062,89.484,0.798,"G",1,140833
58,"Gimme Love",7471309,"Joji",4759367,"['alternative r&b', 'viral pop']",69,0.482,0.631,-6.917,0.0986,0.696,0.209,126.576,0.0743,"F",4,214558
97,"Ew",6936305,"Joji",4759367,"['alternative r&b', 'viral pop']",67,0.48,0.373,-9.297,0.0278,0.804,0.12,114.078,0.0376,"A#/Bb",1,207710
99,"Daylight",6819838,"Joji, Diplo",4759367,"['alternative r&b', 'viral pop']",72,0.528,0.749,-7.571,0.0479,0.00488,0.0949,163.944,0.729,"G",2,163906
116,"Epidemic",6292620,"Polo G",4849204,"['chicago rap']",71,0.616,0.617,-8.431,0.52,0.128,0.177,175.929,0.476,"C#/Db",1,177273
123,"bloody valentine",6032935,"Machine Gun Kelly",3868320,"['ohio hip hop', 'pop rap']",77,0.533,0.858,-4.212,0.0766,0.00021,0.148,160.057,0.506,"D",1,205159
126,"MODUS",6013371,"Joji",4759367,"['alternative r&b', 'viral pop']",66,0.738,0.533,-7.617,0.0492,0.183,0.115,132.008,0.262,"G",1,207265
145,"Tick Tock",5547939,"Joji",4759367,"['alternative r&b', 'viral pop']",65,0.781,0.613,-5.582,0.0524,0.0399,0.0976,80.53,0.613,"E",1,132215
151,"Sanctuary",5482390,"Joji",4759367,"['alternative r&b', 'viral pop']",69,0.552,0.65,-7.199,0.128,0.422,0.372,167.788,0.316,"C#/Db",1,180019
112,"feel something",5463424,"Bea Miller",2396662,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",75,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,0.156,"C",5,180161
86,"Tap In",5220309,"Saweetie",1255573,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",73,0.954,0.696,-7.117,0.204,0.00576,0.0754,100.036,0.432,"A#/Bb",8,139413
171,"Pretty Boy (feat. Lil Yachty)",5141212,"Joji",4759367,"['alternative r&b', 'viral pop']",66,0.656,0.776,-6.184,0.0672,0.16,0.372,156.049,0.638,"F#/Gb",1,156759
177,"Afterthought",4977405,"Joji, BENEE",4759367,"['alternative r&b', 'viral pop']",67,0.668,0.547,-8.024,0.0353,0.398,0.0931,83.5,0.192,"C#/Db",1,194871
24,"Over Now (with The Weeknd)",4867620,"Calvin Harris",21946934,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",72,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,0.679,"E",5,210795
14,"Hate The Other Side (with Marshmello & The Kid Laroi)",4851997,"Juice WRLD, Polo G",19102888,"['chicago rap', 'melodic rap']",78,0.701,0.65,-6.313,0.104,0.291,0.112,90.003,0.647,"F#/Gb",12,160212
188,"drunk face",4834258,"Machine Gun Kelly",3868320,"['ohio hip hop', 'pop rap']",72,0.691,0.77,-4.578,0.0367,0.0282,0.497,90.024,0.344,"G",1,143901
76,"Tak Tiki Tak",4761286,"Harry Nach",134339,"['trap chileno', 'trap latino']",71,0.801,0.579,-4.78,0.0813,0.333,0.172,99.994,0.231,"B",17,212406
26,"WHATS POPPIN",4745752,"Jack Harlow",3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",80,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,0.835,"B",35,227478
143,"Money Trees",4632724,"Kendrick Lamar, Jay Rock",17931101,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",75,0.716,0.531,-7.355,0.122,0.0703,0.224,71.994,0.344,"G",7,386907
65,"Blastoff (feat. Juice Wrld & Trippie Redd)",4628159,"Internet Money, Diplo",412466,"['pop rap', 'rap', 'trap']",70,0.761,0.517,-6.916,0.0927,0.114,0.157,147.912,0.46,"F",5,174730
148,"September",5329256,"Earth, Wind & Fire",3008916,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",80,0.697,0.832,-7.264,0.0298,0.168,0.269,125.926,0.979,"A",1,215093
64,"Secrets",5178107,"Regard, RAYE",152237,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",78,0.848,0.768,-5.386,0.0373,0.0412,0.195,118.961,0.777,"F#/Gb",17,176767
150,"21",5151406,"Polo G",4849204,"['chicago rap']",80,0.783,0.479,-10.646,0.541,0.149,0.101,176.027,0.533,"G",13,163798
158,"BXL ZOO",5101640,"Damso, Hamza",3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",62,0.745,0.656,-6.829,0.203,0.0604,0.11,137.997,0.405,"B",1,201333
159,"DEUX TOILES DE MER",5094137,"Damso",3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",62,0.521,0.39,-9.726,0.128,0.582,0.112,104.106,0.157,"G#/Ab",1,315640
4,"exile (feat. Bon Iver)",4924533,"Taylor Swift",42227614,"['pop', 'post-teen pop']",77,0.298,0.38,-8.426,0.0287,0.778,0.11,75.602,0.152,"F#/Gb",9,285634
10,"Righteous",4819362,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",78,0.706,0.625,-7.426,0.0314,0.0417,0.129,142.948,0.225,"C",22,242181
9,"Conversations",4805366,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",75,0.747,0.622,-5.825,0.0838,0.176,0.151,159.93,0.57,"B",11,181661
181,"Dolly (with Lil Uzi Vert)",4800543,"Lil Tecca",4022792,"['melodic rap', 'rap', 'trap']",63,0.664,0.586,-7.813,0.238,0.212,0.216,88.502,0.589,"G",1,179813
23,"Chicago Freestyle (feat. Giveon)",4799038,"Drake",56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",80,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,0.0397,"A#/Bb",21,220488
4,"GOOBA",4690955,"6ix9ine",6514102,"['emo rap', 'rap']",70,0.611,0.688,-5.688,0.341,0.0264,0.251,178.462,0.393,"C#/Db",20,132303
12,"Physical",4599807,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",77,0.647,0.844,-3.756,0.0457,0.0137,0.102,146.967,0.746,"C",34,193829
194,"Hot Stuff",4569978,"Kygo, Donna Summer",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",71,0.681,0.773,-5.749,0.148,0.019,0.11,119.961,0.429,"F",1,199008
197,"Who's Laughing Now",4526982,"Ava Max",3916979,"['dance pop', 'pop']",73,0.648,0.641,-5.521,0.0389,0.00565,0.109,184.021,0.505,"G",1,180348
91,"Sweet but Psycho",4502853,"Ava Max",3916979,"['dance pop', 'pop']",81,0.72,0.706,-4.719,0.0473,0.0684,0.166,133.002,0.62,"C#/Db",33,187436
83,"Del Mar",5698099,"Ozuna, Doja Cat, Sia",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",79,0.759,0.636,-5.585,0.0369,0.0224,0.166,109.976,0.536,"F#/Gb",2,214507
72,"Hit Different",5049863,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533,"['pop', 'pop rap', 'r&b']",74,0.679,0.516,-6.371,0.0452,0.199,0.0965,120.074,0.716,"C",2,202008
65,"Nobody's Love",4957966,"Maroon 5",32279979,"['pop', 'pop rock']",73,0.485,0.567,-6.456,0.0388,0.316,0.0949,93.676,0.157,"C#/Db",8,211254
167,"Máquina do Tempo",4938139,"Matuê",3263283,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",70,0.629,0.727,-4.387,0.0499,0.0647,0.138,149.978,0.132,"E",1,230400
112,"Fuckst mich nur ab",4898520,"Bonez MC",1683006,"['german hip hop', 'hamburg hip hop']",63,0.817,0.468,-10.945,0.287,0.233,0.0905,104.875,0.237,"C#/Db",2,182931
122,"Jangueo",4877753,"Alex Rose, Rafa Pabön",2168452,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",74,0.861,0.678,-4.157,0.0536,0.253,0.106,103.994,0.723,"G#/Ab",29,259600
68,"We Paid (feat. 42 Dugg)",4776686,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",76,0.926,0.542,-5.064,0.293,0.135,0.0877,135.14,0.564,"C#/Db",13,181929
183,"Ihr Hobby",4723116,"Bonez MC, Maxwell",1683006,"['german hip hop', 'hamburg hip hop']",59,0.774,0.814,-6.145,0.0584,0.204,0.118,109.019,0.254,"A#/Bb",1,185330
150,"When I Look At You",4652583,"Miley Cyrus",15778531,"['dance pop', 'pop', 'post-teen pop']",63,0.459,0.545,-4.874,0.0282,0.142,0.105,137.941,0.194,"F#/Gb",5,248587
21,"Boss Bitch",4620838,"Doja Cat",8671649,"['dance pop', 'pop']",81,0.707,0.955,-4.593,0.222,0.127,0.202,125.989,0.575,"A#/Bb",29,134240
142,"Ain't It Different (feat. AJ Tracey & Stormzy)",4602336,"Headie One",328877,"['uk hip hop']",69,0.767,0.569,-6.805,0.216,0.00988,0.109,77.052,0.524,"E",4,196363
75,"Some Say - Felix Jaehn Remix",4598325,"Nea",38111,"['scandipop', 'swedish pop']",77,0.682,0.7,-5.591,0.0397,0.406,0.174,120.03,0.637,"F#/Gb",14,186878
13,"Savage Remix (feat. Beyoncé)",4568308,"Beyoncé, Megan Thee Stallion",28335112,"['dance pop', 'pop', 'post-teen pop', 'r&b']",73,0.822,0.743,-4.772,0.28,0.016,0.127,84.459,0.636,"A#/Bb",21,242001
115,"Lithuania (feat. Travis Scott)",5949270,"Big Sean",8673345,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,0.676,0.82,-5.217,0.0554,0.0493,0.615,152.028,0.618,"G",1,199250
157,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",5117128,"Saweetie",1255573,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",64,0.948,0.63,-7.011,0.219,0.00647,0.0737,100.032,0.425,"C#/Db",1,253569
91,"Not Shy",4982232,"ITZY",2384076,"['k-pop girl group']",73,0.776,0.911,-3.08,0.131,0.155,0.268,101.027,0.56,"D",3,177728
71,"The Plan - From the Motion Picture ""TENET""",4876238,"Travis Scott",17732077,"['rap', 'slap house']",67,0.433,0.443,-10.568,0.0361,0.0922,0.117,79.903,0.0363,"C#/Db",3,185851
152,"ADMV",4737291,"Maluma",26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",72,0.565,0.39,-4.959,0.0556,0.817,0.126,163.781,0.708,"A",3,193700
122,"Alane",4668193,"Robin Schulz, Wes",2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",67,0.581,0.799,-6.66,0.164,0.0419,0.11,124.002,0.662,"D#/Eb",9,175016
82,"THE BADDEST",4642057,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965,"['k-pop girl group']",70,0.676,0.857,-4.368,0.0438,0.0215,0.254,149.981,0.717,"A#/Bb",2,162600
112,"Desce Pro Play (PA PA PA)",4615520,"Mc Zaac, Anitta, Tyga",1555628,"['funk carioca', 'funk pop']",68,0.935,0.71,-5.085,0.158,0.0769,0.173,100.009,0.635,"B",10,168507
103,"Mariposa",4593366,"Peach Tree Rascals",177972,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",76,0.676,0.525,-5.88,0.028,0.617,0.356,112.011,0.421,"A",12,210000
5,"the 1",4587573,"Taylor Swift",42227614,"['pop', 'post-teen pop']",75,0.777,0.357,-6.942,0.0522,0.757,0.108,139.883,0.172,"C",7,210252
11,"RITMO (Bad Boys For Life)",4585895,"Black Eyed Peas, J Balvin",5966748,"['dance pop', 'pop', 'pop rap']",78,0.721,0.716,-7.037,0.0657,0.0334,0.237,104.994,0.667,"A#/Bb",37,221714
134,"Unterwegs",4572706,"KitschKrieg, Jamule, SFR",166517,"['german hip hop', 'german pop', 'hamburg hip hop']",68,0.88,0.607,-7.067,0.0777,0.195,0.15,126.039,0.823,"F#/Gb",6,233905
86,"What's Love Got to Do with It",4538382,"Kygo, Tina Turner",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",74,0.75,0.664,-5.908,0.154,0.275,0.0632,105.023,0.617,"G#/Ab",8,208156
148,"Cry About It Later",5306994,"Katy Perry",18936929,"['dance pop', 'pop', 'post-teen pop']",67,0.676,0.794,-4.78,0.0366,0.0513,0.0723,125.957,0.161,"D",1,159286
71,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",4624448,"Conkarah",67074,"['jawaiian']",70,0.824,0.854,-5.312,0.177,0.016,0.117,95.114,0.896,"G#/Ab",12,210329
185,"Gifted (feat. Roddy Ricch)",4609169,"Cordae",1492551,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",65,0.653,0.603,-5.697,0.171,0.175,0.18,151.016,0.551,"F",1,168477
27,"OUT WEST (feat. Young Thug)",4597001,"JACKBOYS, Travis Scott",437907,"['rap', 'trap']",82,0.802,0.591,-4.895,0.225,0.0104,0.196,139.864,0.309,"G#/Ab",36,157712
174,"Anaranjado",4575403,"Jowell & Randy, J Balvin",2919696,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",66,0.763,0.58,-6.196,0.144,0.0466,0.154,175.937,0.608,"G#/Ab",4,212011
111,"Reggaetonera",4564331,"Anuel AA",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",69,0.694,0.796,-4.164,0.0565,0.48,0.108,93.064,0.515,"F#/Gb",11,212312
5,"Sour Candy (with BLACKPINK)",4556900,"Lady Gaga",18585963,"['dance pop', 'pop', 'post-teen pop']",70,0.752,0.87,-3.812,0.0623,0.0604,0.489,120.006,0.784,"A",11,157707
113,"Rags2Riches 2 (feat. Lil Baby)",4547965,"Rod Wave",2203386,"['florida rap']",60,0.874,0.443,-9.628,0.241,0.147,0.124,118.004,0.298,"F",4,235988
31,"Bandit (with YoungBoy Never Broke Again)",4514763,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",81,0.474,0.631,-5.884,0.343,0.0687,0.132,180.051,0.425,"F",34,189323
117,"PAM",4501441,"Justin Quiles, Daddy Yankee, El Alfa",2897862,"['latin', 'reggaeton', 'trap latino']",73,0.889,0.863,-3.011,0.0757,0.289,0.0798,112.953,0.776,"B",16,201000
43,"Lemonade",11373347,"Internet Money, Gunna, Don Toliver, NAV",412466,"['pop rap', 'rap', 'trap']",82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,0.471,"C#/Db",2,195429
145,"Frühstück in Paris",5440253,"Capital Bra, Cro",4093115,"['german hip hop']",56,0.744,0.644,-5.562,0.0641,0.229,0.204,96.852,0.577,"G#/Ab",1,151360
22,"ON",5391018,"BTS",37151476,"['k-pop', 'k-pop boy group']",77,0.583,0.817,-5.146,0.0987,0.118,0.338,105.936,0.438,"A",6,246381
106,"My Oasis (feat. Burna Boy)",4887204,"Sam Smith",17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",69,0.691,0.474,-8.742,0.0583,0.569,0.099,143.783,0.381,"A#/Bb",4,179917
8,"Life's A Mess (feat. Halsey)",4883202,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",74,0.63,0.446,-8.9,0.0351,0.337,0.166,143.078,0.177,"C#/Db",8,202193
56,"PORFA",4702117,"Feid, Justin Quiles",1251372,"[]",0,0.843,0.549,-8.018,0.164,0.0948,0.155,83.982,0.542,"F#/Gb",21,233000
177,"2012",4685894,"Bausa, Juju",961181,"['german hip hop', 'german pop']",62,0.805,0.619,-7.907,0.0771,0.218,0.114,98.995,0.476,"F",1,170200
11,"august",4586236,"Taylor Swift",42227614,"['pop', 'post-teen pop']",76,0.532,0.623,-9.208,0.0331,0.538,0.0925,89.937,0.403,"F",5,261923
188,"if i were u (with Lauv)",4561189,"blackbear",4272745,"['electropop', 'pop', 'pop rap']",64,0.666,0.628,-5.613,0.0623,0.144,0.189,82.992,0.767,"G#/Ab",1,186468
37,"Ballin' (with Roddy Ricch)",4436934,"Mustard",881797,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,0.809,0.545,-6.678,0.0735,0.392,0.151,97.008,0.244,"G",35,180435
72,"Stay Gold",4405338,"BTS",37151476,"['k-pop', 'k-pop boy group']",73,0.723,0.634,-5.415,0.0542,0.0892,0.0787,129.017,0.582,"C#/Db",4,243267
186,"I'm Yours",4391666,"Jason Mraz",6167871,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",80,0.686,0.457,-8.322,0.0468,0.595,0.105,150.953,0.718,"B",10,242187
136,"Youngblood",4390823,"5 Seconds of Summer",7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",80,0.596,0.854,-5.114,0.463,0.0169,0.124,120.274,0.152,"G",32,203418
8,"the last great american dynasty",4389670,"Taylor Swift",42227614,"['pop', 'post-teen pop']",71,0.686,0.662,-8.505,0.0413,0.467,0.109,147.922,0.706,"G",5,230999
151,"Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]",5254969,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",62,0.808,0.655,-7.34,0.139,0.0373,0.208,116.029,0.56,"B",1,250280
10,"my tears ricochet",5111416,"Taylor Swift",42227614,"['pop', 'post-teen pop']",71,0.456,0.263,-10.63,0.0332,0.806,0.0749,129.86,0.111,"C",4,255894
59,"Rags2Riches (feat. ATR Son Son)",4737306,"Rod Wave",2203386,"['florida rap']",55,0.904,0.26,-17.57,0.101,0.277,0.121,117.967,0.231,"F",6,167147
79,"Flex (feat. Juice WRLD)",4664281,"Polo G",4849204,"['chicago rap']",76,0.752,0.673,-5.792,0.153,0.0538,0.133,164.009,0.35,"A#/Bb",13,163902
77,"Rover (feat. DTG)",4488631,"S1mba",46992,"['afroswing', 'social media pop']",73,0.613,0.624,-6.66,0.206,0.496,0.283,62.948,0.804,"B",14,167917
74,"Only You Freestyle",4480780,"Headie One, Drake",328877,"['uk hip hop']",68,0.68,0.826,-2.561,0.27,0.562,0.254,146.95,0.804,"F",5,248937
55,"Hallucinate",4472669,"Dua Lipa",27167675,"['dance pop', 'pop', 'uk pop']",72,0.627,0.69,-5.396,0.139,0.033,0.0742,122.053,0.627,"A#/Bb",4,208505
100,"El Efecto",4466143,"Rauw Alejandro, Chencho Corleone",6096559,"['puerto rican pop', 'trap latino']",76,0.849,0.781,-4.635,0.159,0.406,0.0801,84.041,0.893,"C",15,217143
176,"Coño",4462411,"Jason Derulo, Puri, Jhorrmountain",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",69,0.899,0.528,-5.442,0.181,0.000554,0.105,100.037,0.456,"A",3,111852
126,"Jolie nana",4449437,"Aya Nakamura",2953525,"['basshall', 'francoton']",69,0.813,0.64,-5.908,0.272,0.269,0.131,92.989,0.488,"D",5,147076
189,"Lovefool",4439790,"twocolors",36369,"['edm', 'pop dance', 'pop edm', 'tropical house']",79,0.677,0.766,-6.896,0.0568,0.0219,0.129,123.062,0.198,"F#/Gb",2,190488
